AlarmBoxwBorough,Address
Q4874,"23 AVE & LINDEN PL, New York, NY 11356"
Q8189,"CREEDMORE HOSP WINCHESTER & SEWARD, New York, NY 11427"
B8023,"PS 49 GRAHAM AVE BTW TEN EYCK & STAGG, New York, NY 11206"
R1542,"NORTH GANNON AVE & MOUNTAINVIEW AVE, New York, NY 10314"
X4400,"EASTCHESTER & BOSTON-QTR E38-MUTUAL AID, New York, NY NA"
R8023,"I.S. 61 BRIGHTON & CASTLETON AVES., New York, NY 10301"
R0575,"ELMIRA AVE & MILLER ST, New York, NY 10314"
R4483,"ROSE LA & EUGENE PL, New York, NY 10312"
B8309,"35 SNYDER AVE-FLATBUSH TOWN HALL SCHL, New York, NY NA"
B8391,"J.H.S. 166 LINDEN BLVD & VAN SICKLEN AVE, New York, NY NA"
R2386,"AMSTERDAM AV, 500' W. OF ARLENE ST\OCEAN, New York, NY 10314"
M8221,"W SIDE HWY - W 61 TO W 63 STS, New York, NY NA"
M2018,"BATTERY PL 600'S OF 2 PL, New York, NY 10004"
Q0112,"JAMAICA BAY OIL COMPANY LEFFERTS BLVD, New York, NY 11430"
Q8021,"PS 225 BCH 110 ST & ROCKAWAY BCH BLVD, New York, NY NA"
Q0413,"STA 203-IND A&S- BCH 116 ST-ROCKAWAY PK, New York, NY 11694"
X8702,"PS 26 BURNSIDE & UNIVERSITY AVES, New York, NY 10453"
Q8267,"PS 175 102 ST BET 64 & 65 AVES, New York, NY 11374"
R8040,"IS 75 HUGUENOT AVE & WOODROW RD, New York, NY 10312"
X8907,"NEW ENG THWY NB 135' N OF DONIZETTI PL, New York, NY NA"
M7468,"IRT SHUTTLE S ? W 42 ST-TIMES SQ, New York, NY NA"
B7037,"BMT R @ 77 ST & 4 AVE, New York, NY NA"
X8718,"IS 206B, W183 ST & AQUEDUCT AVE E, New York, NY 10468"
B8412,"PS135 LIDEN BLVD BET E 48ST & SCHNECTDY, New York, NY 11203"
Q4444,"DECON UNITS OUT OF SERVICE, New York, NY NA"
B8221,"P.S. 161, CROWN ST. NEAR NOSTRAND AVE., New York, NY 11225"
M0600,"10 AVE & 38 ST. MUTUAL AID FOR JERSEY CI, New York, NY NA"
X2490,"HPTM AVE E & 3 ST-VIA HALLECK ST, New York, NY NA"
B8141,"PS/IS 30 @ 7002 4 AVE, New York, NY NA"
X4508,"PARK DRIVE AND PEACE ST (PELHAM CITY LIN, New York, NY 10803"
M8136,"PATH STATION W 14 ST & 6 AVE, New York, NY 10011"
R8548,"251 SOMMER & SPEEDWELL AVS/FD COM GARAGE, New York, NY NA"
Q8245,"PS 63  SUTTER AV-BTW 90 & 91 STS, New York, NY 11417"
Q7429,"33 DR & CRESCENT ST, New York, NY 11106"
Q8304,"IS 53, SCHOOL AT NAMEOKE ST., New York, NY NA"
R2877,"MC KINLEY & W CEDARVIEW AVE\RICHMOND VFD, New York, NY 10306"
B8398,"P.S. 242 FLATLANDS AVE. & E 101 ST., New York, NY NA"
Q9752,"H HARDING EXPY N/SVC RD & BROTHERHOOD LA, New York, NY 11365"
M2035,"MURRAY ST 200' W OF WEST ST, New York, NY 10282"
B8515,"PS 247 21 AVE & 70 ST, New York, NY NA"
Q0493,"STA193-IND A-104 ST/OXFORD AV&LIBERTY AV, New York, NY NA"
X8544,"PS 1 335 E 152 ST, New York, NY NA"
