,alarm_box_borough,alarm_box_location,alarm_box_number,alarm_level_index_description,alarm_source_description_tx,citycouncildistrict,communitydistrict,communityschooldistrict,congressionaldistrict,dispatch_response_seconds_qy,engines_assigned_quantity,first_activation_datetime,first_assignment_datetime,first_on_scene_datetime,highest_alarm_level,incident_borough,incident_classification,incident_classification_group,incident_close_datetime,incident_datetime,incident_response_seconds_qy,incident_travel_tm_seconds_qy,ladders_assigned_quantity,other_units_assigned_quantity,policeprecinct,starfire_incident_id,valid_dispatch_rspns_time_indc,valid_incident_rspns_time_indc,zipcode,Address,Lat,Lon
493,BROOKLYN,5 AVE & 49 ST,1463,Initial Alarm,EMS Link/Medical,38,307,15,7,5,1,2017-04-14T12:30:21.000,2017-04-14T12:29:55.000,2017-04-14T12:34:56.000,First Alarm,BROOKLYN,Medical - Assist Civilian,Medical Emergencies,2017-04-14T12:45:15.000,2017-04-14T12:29:50.000,306,301,0,0,72,1.71E+15,N,Y,11220,"5 AVE & 49 ST, New York, NY 11220",40.7314123,-73.9969848
494,RICHMOND / STATEN ISLAND,BRIGHTON AVE & SILVER LAKE RD,134,Initial Alarm,EMS Link/Medical,49,501,31,11,5,1,2017-06-09T07:51:00.000,2017-06-09T07:50:30.000,NA,First Alarm,RICHMOND / STATEN ISLAND,Medical - EMS Link 10-91,Medical Emergencies,2017-06-09T07:54:35.000,2017-06-09T07:50:25.000,0,0,0,0,120,1.72E+15,N,N,10301,"BRIGHTON AVE & SILVER LAKE RD, New York, NY 10301",40.632884,-74.097198
495,MANHATTAN,8 AVE & W 113 ST,1358,Initial Alarm,UCT/911,9,110,3,13,4,0,2017-05-25T00:01:32.000,2017-05-25T00:01:14.000,2017-05-25T00:06:42.000,First Alarm,MANHATTAN,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-05-25T00:19:16.000,2017-05-25T00:01:10.000,332,328,1,0,28,1.71E+15,N,Y,10026,"8 AVE & W 113 ST, New York, NY 10026",40.8165192,-73.9465432
496,BROOKLYN,BEDFORD AVE & HEYWARD ST,339,DEFAULT RECORD,ERS No Contact,NA,NA,NA,NA,4,1,2017-06-02T00:19:07.000,2017-06-02T00:18:46.000,2017-06-02T00:22:05.000,First Alarm,BROOKLYN,Non-Medical MFA - ERS No Contact,NonMedical MFAs,2017-06-02T00:22:40.000,2017-06-02T00:18:42.000,203,199,0,0,NA,1.72E+15,N,Y,NA,"BEDFORD AVE & HEYWARD ST, New York, NY NA",40.6537806,-73.956165
497,BRONX,MORRIS AVE & E 170 ST,2751,Initial Alarm,Private Fire Alarm,16,204,9,15,58,1,2017-03-14T08:34:58.000,2017-03-14T08:34:36.000,2017-03-14T08:40:00.000,First Alarm,BRONX,Alarm System - Defective,NonMedical Emergencies,2017-03-14T08:56:17.000,2017-03-14T08:33:38.000,382,324,1,1,44,1.71E+15,N,Y,10456,"MORRIS AVE & E 170 ST, New York, NY 10456",40.837781,-73.911435
498,BROOKLYN,4 AVE & 73 ST,1122,Initial Alarm,EMS Link/Medical,43,310,20,11,11,1,2017-09-22T04:37:11.000,2017-09-22T04:36:21.000,2017-09-22T04:40:39.000,First Alarm,BROOKLYN,Medical - Assist Civilian,Medical Emergencies,2017-09-22T05:01:37.000,2017-09-22T04:36:10.000,269,258,0,0,68,1.73E+15,N,Y,11209,"4 AVE & 73 ST, New York, NY 11209",40.6763747,-73.9850181
499,QUEENS,N/S ATLANTIC AVE & 90 ST,8561,Initial Alarm,UCT/911,32,409,27,7,20,1,2017-04-17T18:18:43.000,2017-04-17T18:18:22.000,2017-04-17T18:23:26.000,First Alarm,QUEENS,Manhole Fire - Other,NonStructural Fires,2017-04-17T18:25:19.000,2017-04-17T18:18:02.000,324,304,0,0,102,1.71E+15,N,Y,11421,"N/S ATLANTIC AVE & 90 ST, New York, NY 11421",40.687243,-73.852344
500,BROOKLYN,AVENUE R & E 24 ST,3990,Initial Alarm,Private Fire Alarm,48,315,22,9,60,1,2017-06-12T12:51:34.000,2017-06-12T12:51:08.000,2017-06-12T12:56:09.000,First Alarm,BROOKLYN,Alarm System - Unnecessary,NonMedical Emergencies,2017-06-12T12:59:28.000,2017-06-12T12:50:08.000,361,301,1,0,61,1.72E+15,N,Y,11229,"AVENUE R & E 24 ST, New York, NY 11229",40.606766,-73.94891
501,BROOKLYN,CATON AVE & ARGYLE RD,1532,Initial Alarm,EMS Link/Medical,40,314,17,9,6,1,2017-04-23T18:28:23.000,2017-04-23T18:28:00.000,NA,First Alarm,BROOKLYN,Medical - EMS Link 10-91,Medical Emergencies,2017-04-23T18:30:52.000,2017-04-23T18:27:54.000,0,0,0,0,70,1.71E+15,N,N,11226,"CATON AVE & ARGYLE RD, New York, NY 11226",40.6494246,-73.9683744
502,BROOKLYN,FLUSHING & KENT AVES,374,Initial Alarm,Private Fire Alarm,33,301,14,7,53,1,2017-05-07T14:19:59.000,2017-05-07T14:19:52.000,2017-05-07T14:23:50.000,First Alarm,BROOKLYN,Alarm System - Defective,NonMedical Emergencies,2017-05-07T14:29:23.000,2017-05-07T14:18:59.000,291,238,1,1,90,1.71E+15,N,Y,11249,"FLUSHING & KENT AVES, New York, NY 11249",40.7674987,-73.833079
503,QUEENS,60 RD & 85 ST,4595,Initial Alarm,UCT/911,29,405,24,6,72,3,2017-07-12T11:25:46.000,2017-07-12T11:25:16.000,2017-07-12T11:33:16.000,First Alarm,QUEENS,Private Dwelling Fire,Structural Fires,2017-07-12T11:47:06.000,2017-07-12T11:24:04.000,552,480,2,1,104,1.72E+15,N,Y,11379,"60 RD & 85 ST, New York, NY 11379",40.728935,-73.874543
504,MANHATTAN,BROADWAY & W 177 ST,1727,Initial Alarm,EMS Link/Medical,10,112,6,13,6,1,2017-12-03T04:35:00.000,2017-12-03T04:34:44.000,NA,First Alarm,MANHATTAN,Medical - EMS Link 10-91,Medical Emergencies,2017-12-03T04:37:05.000,2017-12-03T04:34:38.000,0,0,0,0,33,1.73E+15,N,N,10033,"BROADWAY & W 177 ST, New York, NY 10033",40.847554,-73.93806
505,BRONX,WALTON AVE & MCCLELLAN ST,2568,Initial Alarm,PD Link/Medical,16,204,9,15,6,1,2017-11-20T09:01:56.000,2017-11-20T09:00:58.000,NA,First Alarm,BRONX,Medical - PD Link 10-91,Medical Emergencies,2017-11-20T09:02:05.000,2017-11-20T09:00:52.000,0,0,0,0,44,1.73E+15,N,N,10452,"WALTON AVE & MCCLELLAN ST, New York, NY 10452",40.8386546,-73.9166653
506,BRONX,PALMER AVE AND BOSTON RD,4445,Initial Alarm,Private Fire Alarm,12,212,11,16,89,1,2017-08-10T22:39:00.000,2017-08-10T22:38:47.000,2017-08-10T22:43:56.000,First Alarm,BRONX,Odor - Other Smoke,NonMedical Emergencies,2017-08-10T22:59:43.000,2017-08-10T22:37:18.000,398,309,1,0,47,1.72E+15,N,Y,10475,"PALMER AVE AND BOSTON RD, New York, NY 10475",40.8819406,-73.8369743
507,BRONX,RIVERDALE AVE & W 263 ST/MT VINCENT GATE,3956,Initial Alarm,PD Link/Medical,11,208,10,16,22,1,2017-11-20T21:58:46.000,2017-11-20T21:58:21.000,2017-11-20T22:04:19.000,First Alarm,BRONX,Medical - PD Link 10-91,Medical Emergencies,2017-11-20T22:08:27.000,2017-11-20T21:57:59.000,380,358,0,0,50,1.73E+15,N,Y,10471,"RIVERDALE AVE & W 263 ST/MT VINCENT GATE, New York, NY 10471",40.912419,-73.903011
508,BRONX,PUGSLEY & TURNBULL AVES,2692,Initial Alarm,UCT/911,18,209,8,15,7,1,2017-03-23T16:31:17.000,2017-03-23T16:30:56.000,2017-03-23T16:39:12.000,First Alarm,BRONX,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-03-23T16:50:54.000,2017-03-23T16:30:49.000,503,496,0,0,43,1.71E+15,N,Y,10473,"PUGSLEY & TURNBULL AVES, New York, NY 10473",40.8587496,-73.8848173
509,BRONX,WESTCHESTER & CASTLE HILL AVES,2885,Initial Alarm,UCT/911,18,209,11,14,37,3,2017-11-28T02:42:48.000,2017-11-28T02:42:29.000,2017-11-28T02:46:33.000,First Alarm,BRONX,Odor - Other Than Smoke,NonMedical Emergencies,2017-11-28T02:51:09.000,2017-11-28T02:41:52.000,281,244,2,1,43,1.73E+15,N,Y,10462,"WESTCHESTER & CASTLE HILL AVES, New York, NY 10462",40.83421,-73.851671
510,BRONX,BRONX BLVD OPP 220 ST,3650,Initial Alarm,UCT/911,12,212,11,16,14,4,2017-04-27T17:03:21.000,2017-04-27T17:03:03.000,2017-04-27T17:07:17.000,First Alarm,BRONX,Multiple Dwelling 'A' - Food on the stove fire,Structural Fires,2017-04-27T17:25:01.000,2017-04-27T17:02:49.000,268,254,2,2,47,1.71E+15,N,Y,10467,"BRONX BLVD OPP 220 ST, New York, NY 10467",40.8897135,-73.863827
511,BROOKLYN,19 AVE & 68 ST,3864,Initial Alarm,EMS Link/Medical,47,311,20,10,8,1,2017-05-28T14:38:00.000,2017-05-28T14:37:32.000,2017-05-28T14:41:37.000,First Alarm,BROOKLYN,Medical - Assist Civilian,Medical Emergencies,2017-05-28T15:01:00.000,2017-05-28T14:37:24.000,253,245,0,0,62,1.71E+15,N,Y,11204,"19 AVE & 68 ST, New York, NY 11204",40.61613,-73.989851
512,BROOKLYN,OCEAN PKWY & AVE C,2512,Initial Alarm,PD Link/Medical,39,312,20,10,23,1,2017-05-25T18:53:58.000,2017-05-25T18:53:13.000,2017-05-25T18:57:01.000,First Alarm,BROOKLYN,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-05-25T19:16:05.000,2017-05-25T18:52:50.000,251,228,0,0,66,1.71E+15,N,Y,11218,"OCEAN PKWY & AVE C, New York, NY 11218",40.6134805,-73.968504
513,BROOKLYN,EVERGREEN AVE & TROUTMAN ST,727,Initial Alarm,UCT/911,34,304,32,7,12,0,2017-07-10T12:18:09.000,2017-07-10T12:17:43.000,2017-07-10T12:27:14.000,First Alarm,BROOKLYN,Utility Emergency - Water,NonMedical Emergencies,2017-07-10T12:32:00.000,2017-07-10T12:17:31.000,583,571,2,0,83,1.72E+15,N,Y,11206,"EVERGREEN AVE & TROUTMAN ST, New York, NY 11206",40.6928151,-73.9212033
514,QUEENS,YELLOWSTONE BLVD & BURNS ST,9561,Initial Alarm,UCT/911,29,406,28,6,7,1,2017-06-14T08:48:59.000,2017-06-14T08:48:40.000,2017-06-14T08:56:56.000,First Alarm,QUEENS,Utility Emergency - Electric,NonMedical Emergencies,2017-06-14T10:15:45.000,2017-06-14T08:48:33.000,503,496,0,0,112,1.72E+15,N,Y,11375,"YELLOWSTONE BLVD & BURNS ST, New York, NY 11375",40.7225492,-73.8520633
515,MANHATTAN,5 AVE & 110 ST,1335,Initial Alarm,UCT/911,9,111,4,13,12,0,2017-08-17T15:31:42.000,2017-08-17T15:31:21.000,2017-08-17T15:37:52.000,First Alarm,MANHATTAN,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-08-17T15:41:08.000,2017-08-17T15:31:09.000,403,391,1,0,23,1.72E+15,N,Y,10029,"5 AVE & 110 ST, New York, NY 10029",40.7314123,-73.9969848
516,QUEENS,WINCHESTER BLVD & SEWARD AVE,6714,Initial Alarm,Private Fire Alarm,23,413,26,3,48,3,2017-07-04T18:52:10.000,2017-07-04T18:51:57.000,2017-07-04T18:57:27.000,First Alarm,QUEENS,Alarm System - Defective,NonMedical Emergencies,2017-07-04T19:09:28.000,2017-07-04T18:51:09.000,378,330,2,1,105,1.72E+15,N,Y,11427,"WINCHESTER BLVD & SEWARD AVE, New York, NY 11427",40.73617,-73.734353
517,BROOKLYN,AVENUE P & E 10 ST,4263,Initial Alarm,Private Fire Alarm,44,312,21,10,41,2,2017-11-20T11:15:17.000,2017-11-20T11:15:00.000,2017-11-20T11:18:02.000,First Alarm,BROOKLYN,Private Dwelling Fire,Structural Fires,2017-11-20T11:20:08.000,2017-11-20T11:14:19.000,223,182,2,1,66,1.73E+15,N,Y,11230,"AVENUE P & E 10 ST, New York, NY 11230",40.6087814,-73.9729084
518,MANHATTAN,MANGIN & DELANCEY STS,272,Initial Alarm,UCT/911,2,103,1,7,12,0,2017-03-25T18:13:30.000,2017-03-25T18:13:09.000,2017-03-25T18:18:03.000,First Alarm,MANHATTAN,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-03-25T18:27:23.000,2017-03-25T18:12:57.000,306,294,1,0,7,1.71E+15,N,Y,10002,"MANGIN & DELANCEY STS, New York, NY 10002",NA,NA
519,BROOKLYN,LIBERTY AVE & DREW ST,1886,Initial Alarm,PD Link/Medical,37,305,19,8,4,1,2017-12-07T13:21:42.000,2017-12-07T13:21:27.000,2017-12-07T13:23:41.000,First Alarm,BROOKLYN,Medical - PD Link 10-91,Medical Emergencies,2017-12-07T13:27:41.000,2017-12-07T13:21:23.000,138,134,0,0,75,1.73E+15,N,Y,11208,"LIBERTY AVE & DREW ST, New York, NY 11208",40.679154,-73.863302
520,BRONX,CASTLE HILL AVE OPP LYVERE ST,3077,Initial Alarm,Phone,18,210,11,14,43,1,2017-01-29T19:28:28.000,2017-01-29T19:27:59.000,2017-01-29T19:33:17.000,First Alarm,BRONX,Medical - Assist Civilian,Medical Emergencies,2017-01-29T19:56:22.000,2017-01-29T19:27:16.000,361,318,0,0,45,1.70E+15,N,Y,10461,"CASTLE HILL AVE OPP LYVERE ST, New York, NY 10461",40.827215,-73.8499223
521,QUEENS,VAN WYCK XWAY W SVC RD & 133 AVE,5238,Initial Alarm,EMS Link/Medical,28,410,27,5,8,1,2017-10-05T14:41:20.000,2017-10-05T14:41:00.000,2017-10-05T14:44:47.000,First Alarm,QUEENS,Medical - Assist Civilian,Medical Emergencies,2017-10-05T14:53:42.000,2017-10-05T14:40:52.000,235,227,0,0,106,1.73E+15,N,Y,11420,"VAN WYCK XWAY W SVC RD & 133 AVE, New York, NY 11420",40.7032968,-73.8166608
522,MANHATTAN,MANHATTAN AVE & 105 ST,1298,Initial Alarm,Private Fire Alarm,7,107,3,13,53,1,2017-10-11T07:34:02.000,2017-10-11T07:33:48.000,2017-10-11T07:39:40.000,First Alarm,MANHATTAN,Other Commercial Building Fire,Structural Fires,2017-10-11T08:02:57.000,2017-10-11T07:32:55.000,405,352,1,1,24,1.73E+15,N,Y,10025,"MANHATTAN AVE & 105 ST, New York, NY 10025",40.802479,-73.9586849
523,BRONX,WHITE PLAINS RD & E GUN HILL RD,3617,Initial Alarm,UCT/911,12,212,11,16,24,3,2017-08-25T21:06:14.000,2017-08-25T21:05:58.000,2017-08-25T21:07:18.000,First Alarm,BRONX,Utility Emergency - Water,NonMedical Emergencies,2017-08-25T21:24:22.000,2017-08-25T21:05:34.000,104,80,3,1,47,1.72E+15,N,Y,10467,"WHITE PLAINS RD & E GUN HILL RD, New York, NY 10467",40.8564575,-73.8676383
524,QUEENS,JAMAICA AVE & 222 ST,5423,Initial Alarm,PD Link/Medical,27,413,29,5,9,1,2017-05-14T18:04:40.000,2017-05-14T18:04:20.000,2017-05-14T18:08:17.000,First Alarm,QUEENS,Medical - Assist Civilian,Medical Emergencies,2017-05-14T18:22:04.000,2017-05-14T18:04:11.000,246,237,0,0,105,1.71E+15,N,Y,11429,"JAMAICA AVE & 222 ST, New York, NY 11429",40.7022991,-73.8038488
525,BROOKLYN,LIBERTY AVE & LOGAN ST,2067,Initial Alarm,PD Link/Medical,37,305,19,8,4,1,2017-02-17T23:57:39.000,2017-02-17T23:57:12.000,2017-02-17T23:59:13.000,First Alarm,BROOKLYN,Medical - PD Link 10-91,Medical Emergencies,2017-02-18T00:02:01.000,2017-02-17T23:57:08.000,125,121,0,0,75,1.70E+15,N,Y,11208,"LIBERTY AVE & LOGAN ST, New York, NY 11208",40.677298,-73.876817
526,BRONX,BAYCHESTER AVE AND COOP CITY BLVD,4429,Initial Alarm,UCT/911,12,210,11,16,11,2,2017-07-05T22:04:49.000,2017-07-05T22:04:31.000,2017-07-05T22:08:38.000,First Alarm,BRONX,Utility Emergency - Gas,NonMedical Emergencies,2017-07-05T22:15:57.000,2017-07-05T22:04:20.000,258,247,1,1,45,1.72E+15,N,Y,10475,"BAYCHESTER AVE AND COOP CITY BLVD, New York, NY 10475",40.8797737,-73.8320304
527,QUEENS,UNION TPK & 153 ST,6573,Initial Alarm,EMS Link/Medical,24,408,25,6,31,1,2017-12-11T14:27:57.000,2017-12-11T14:27:45.000,2017-12-11T14:29:54.000,First Alarm,QUEENS,Vehicle Accident - Other,NonMedical Emergencies,2017-12-11T14:57:58.000,2017-12-11T14:27:14.000,160,129,1,2,107,1.73E+15,N,Y,11367,"UNION TPK & 153 ST, New York, NY 11367",40.7307692,-73.7752759
528,MANHATTAN,E 11 ST & AVE C\LOISAIDA AVE,458,Initial Alarm,Private Fire Alarm,2,103,1,7,51,1,2017-10-27T12:31:00.000,2017-10-27T12:30:45.000,2017-10-27T12:35:16.000,First Alarm,MANHATTAN,Alarm System - Defective,NonMedical Emergencies,2017-10-27T12:42:35.000,2017-10-27T12:29:54.000,322,271,1,1,9,1.73E+15,N,Y,10009,"E 11 ST & AVE C\LOISAIDA AVE, New York, NY 10009",40.7293824,-73.9840037
529,MANHATTAN,CENTRAL PARK W & W 91 ST,1199,Initial Alarm,UCT/911,6,107,3,10,8,1,2017-12-11T18:27:02.000,2017-12-11T18:26:43.000,2017-12-11T18:29:19.000,First Alarm,MANHATTAN,Carbon Monoxide - Code 1 - Investigation,NonMedical Emergencies,2017-12-11T18:41:44.000,2017-12-11T18:26:35.000,164,156,1,0,24,1.73E+15,N,Y,10024,"CENTRAL PARK W & W 91 ST, New York, NY 10024",40.7848582,-73.9696519
530,MANHATTAN,LEXINGTON AVE & E 41 ST,775,Initial Alarm,EMS Link/Medical,NA,NA,NA,NA,14,1,2017-06-02T16:22:02.000,2017-06-02T16:20:26.000,NA,First Alarm,MANHATTAN,Medical - EMS Link 10-91,Medical Emergencies,2017-06-02T16:22:24.000,2017-06-02T16:20:12.000,0,0,0,0,NA,1.72E+15,N,N,NA,"LEXINGTON AVE & E 41 ST, New York, NY NA",40.7382169,-73.9856803
531,MANHATTAN,2 AVE & 121 ST,1443,Initial Alarm,Verbal,8,111,4,13,42,1,NA,2017-07-09T19:43:50.000,2017-07-09T19:44:15.000,First Alarm,MANHATTAN,Medical - Assist Civilian,Medical Emergencies,2017-07-09T20:11:19.000,2017-07-09T19:43:08.000,67,25,0,0,25,1.72E+15,N,Y,10035,"2 AVE & 121 ST, New York, NY 10035",40.800206,-73.935456
532,QUEENS,35 AVE & 21 ST,7379,Initial Alarm,UCT/911,26,401,30,12,0,0,NA,NA,NA,First Alarm,QUEENS,Undefined Emergency,NonMedical Emergencies,2017-01-12T19:41:06.000,2017-01-12T19:36:13.000,0,0,0,0,114,1.70E+15,N,N,11106,"35 AVE & 21 ST, New York, NY 11106",40.761351,-73.935372
533,BROOKLYN,ATLANTIC AVE & VERMONT ST,1996,Initial Alarm,Private Fire Alarm,37,305,19,7,61,1,2017-08-30T10:37:24.000,2017-08-30T10:37:05.000,2017-08-30T10:39:17.000,First Alarm,BROOKLYN,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-08-30T10:41:55.000,2017-08-30T10:36:04.000,193,132,1,1,75,1.72E+15,N,Y,11207,"ATLANTIC AVE & VERMONT ST, New York, NY 11207",40.6762846,-73.9079141
534,MANHATTAN,AMSTERDAM AVE & LA SALLE ST,1473,Initial Alarm,EMS Link/Medical,7,109,5,13,11,1,2017-05-23T19:22:24.000,2017-05-23T19:22:13.000,2017-05-23T19:26:16.000,First Alarm,MANHATTAN,Medical - Assist Civilian,Medical Emergencies,2017-05-23T20:30:35.000,2017-05-23T19:22:02.000,254,243,0,0,26,1.71E+15,N,Y,10027,"AMSTERDAM AVE & LA SALLE ST, New York, NY 10027",40.8134111,-73.9562384
535,BROOKLYN,VANDERVOORT AVE & RICHARDSON ST,173,Initial Alarm,UCT/911,34,301,14,12,11,2,2017-10-29T21:01:56.000,2017-10-29T21:01:31.000,2017-10-29T21:06:36.000,First Alarm,BROOKLYN,Utility Emergency - Gas,NonMedical Emergencies,2017-10-29T21:10:41.000,2017-10-29T21:01:20.000,316,305,2,1,94,1.73E+15,N,Y,11222,"VANDERVOORT AVE & RICHARDSON ST, New York, NY 11222",40.7188751,-73.9354582
536,MANHATTAN,3 AVE & E 90 ST,1192,Initial Alarm,UCT/911,5,108,2,12,15,1,2017-10-18T17:49:04.000,2017-10-18T17:48:56.000,2017-10-18T17:53:34.000,First Alarm,MANHATTAN,Alarm System - Defective,NonMedical Emergencies,2017-10-18T18:06:14.000,2017-10-18T17:48:41.000,293,278,1,0,19,1.73E+15,N,Y,10128,"3 AVE & E 90 ST, New York, NY 10128",40.8327336,-73.9050357
537,QUEENS,58 AVE & 197 ST,1566,Initial Alarm,EMS Link/Medical,20,411,26,6,7,1,2017-05-21T17:06:16.000,2017-05-21T17:05:52.000,2017-05-21T17:09:55.000,First Alarm,QUEENS,Medical - Assist Civilian,Medical Emergencies,2017-05-21T17:14:42.000,2017-05-21T17:05:45.000,250,243,0,0,111,1.71E+15,N,Y,11365,"58 AVE & 197 ST, New York, NY 11365",40.744802,-73.779494
538,MANHATTAN,ELDRIDGE ST & RIVINGTON ST,285,Initial Alarm,Private Fire Alarm,1,103,1,7,38,3,2017-06-20T18:39:39.000,2017-06-20T18:39:22.000,2017-06-20T18:43:07.000,First Alarm,MANHATTAN,Church Fire,Structural Fires,2017-06-20T18:51:13.000,2017-06-20T18:38:44.000,263,225,2,1,5,1.72E+15,N,Y,10002,"ELDRIDGE ST & RIVINGTON ST, New York, NY 10002",40.7185858,-73.9917517
539,QUEENS,87 RD & 85 ST,8547,Initial Alarm,PD Link/Medical,32,409,27,7,4,1,2017-07-22T22:49:43.000,2017-07-22T22:49:15.000,NA,First Alarm,QUEENS,Medical - PD Link 10-91,Medical Emergencies,2017-07-22T22:55:00.000,2017-07-22T22:49:11.000,0,0,0,0,102,1.72E+15,N,N,11421,"87 RD & 85 ST, New York, NY 11421",40.7073613,-73.8069541
540,QUEENS,CHAPIN PWAY & 165 ST,4376,Initial Alarm,EMS Link/Medical,24,408,28,6,11,1,2017-06-21T10:39:00.000,2017-06-21T10:37:49.000,NA,First Alarm,QUEENS,Medical - EMS Link 10-91,Medical Emergencies,2017-06-21T10:42:36.000,2017-06-21T10:37:38.000,0,0,0,0,107,1.72E+15,N,N,11432,"CHAPIN PWAY & 165 ST, New York, NY 11432",NA,NA
541,MANHATTAN,8 AVE & 155 ST,1670,Initial Alarm,UCT/911,9,110,5,13,6,0,2017-06-13T15:24:24.000,2017-06-13T15:23:53.000,2017-06-13T15:30:06.000,First Alarm,MANHATTAN,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-06-13T15:40:34.000,2017-06-13T15:23:47.000,379,373,1,0,32,1.72E+15,N,Y,10039,"8 AVE & 155 ST, New York, NY 10039",40.8165192,-73.9465432
542,BROOKLYN,SACKMAN ST & PACIFIC ST,1679,Initial Alarm,Phone,37,316,23,8,57,0,2017-07-29T18:57:27.000,2017-07-29T18:57:14.000,2017-07-29T19:02:33.000,First Alarm,BROOKLYN,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-07-29T19:10:42.000,2017-07-29T18:56:17.000,376,319,1,0,73,1.72E+15,N,Y,11233,"SACKMAN ST & PACIFIC ST, New York, NY 11233",40.6736804,-73.9059277
543,RICHMOND / STATEN ISLAND,RICHMOND AVE AND OAKDALE ST,3897,Initial Alarm,PD Link/Medical,51,503,31,11,7,1,2017-12-10T08:17:44.000,2017-12-10T08:17:23.000,2017-12-10T08:27:46.000,First Alarm,RICHMOND / STATEN ISLAND,Medical - Assist Civilian,Medical Emergencies,2017-12-10T08:30:08.000,2017-12-10T08:17:16.000,630,623,0,0,123,1.73E+15,N,N,10312,"RICHMOND AVE AND OAKDALE ST, New York, NY 10312",40.5415116,-74.1625241
544,BROOKLYN,CENTER MALL & HENRY ST,3835,Initial Alarm,UCT/911,38,306,15,7,23,0,2017-08-31T19:10:50.000,2017-08-31T19:10:28.000,2017-08-31T19:16:10.000,First Alarm,BROOKLYN,Assist Civilian - Non-Medical,NonMedical Emergencies,2017-08-31T20:09:21.000,2017-08-31T19:10:05.000,365,342,1,0,76,1.72E+15,N,Y,11231,"CENTER MALL & HENRY ST, New York, NY 11231",40.674903,-74.003814
545,BRONX,KINGSBRIDGE RD & KINGSBRIDGE TERR.,3386,Initial Alarm,EMS Link/Medical,14,207,10,13,7,1,2017-09-18T03:09:12.000,2017-09-18T03:08:45.000,NA,First Alarm,BRONX,Medical - EMS Link 10-91,Medical Emergencies,2017-09-18T03:12:06.000,2017-09-18T03:08:38.000,0,0,0,0,52,1.73E+15,N,N,10463,"KINGSBRIDGE RD & KINGSBRIDGE TERR., New York, NY 10463",40.8662419,-73.8939541
546,BRONX,ANDREWS AVENUE & 180 ST,3149,Initial Alarm,EMS Link/Medical,14,205,10,15,9,1,2017-03-02T15:41:02.000,2017-03-02T15:40:42.000,2017-03-02T15:45:03.000,First Alarm,BRONX,Medical - Assist Civilian,Medical Emergencies,2017-03-02T16:31:38.000,2017-03-02T15:40:33.000,270,261,0,0,46,1.71E+15,N,Y,10453,"ANDREWS AVENUE & 180 ST, New York, NY 10453",40.856006,-73.912152
547,QUEENS,CORNAGA AVE & BAY 25 ST,1147,Initial Alarm,Private Fire Alarm,31,414,27,5,65,1,2017-11-07T23:57:34.000,2017-11-07T23:57:03.000,2017-11-08T00:02:36.000,First Alarm,QUEENS,Utility Emergency - Gas,NonMedical Emergencies,2017-11-08T00:05:12.000,2017-11-07T23:55:58.000,398,333,1,0,101,1.73E+15,N,Y,11691,"CORNAGA AVE & BAY 25 ST, New York, NY 11691",40.6022332,-73.7541611
548,QUEENS,DITMARS BLVD & 23 ST,7567,Initial Alarm,EMS Link/Medical,22,401,30,14,7,1,2017-01-16T01:31:18.000,2017-01-16T01:30:49.000,NA,First Alarm,QUEENS,Medical - EMS Link 10-91,Medical Emergencies,2017-01-16T01:34:28.000,2017-01-16T01:30:42.000,0,0,0,0,114,1.70E+15,N,N,11105,"DITMARS BLVD & 23 ST, New York, NY 11105",40.7694083,-73.8802813
549,QUEENS,JAMAICA AVE & 107 ST,9623,Initial Alarm,EMS Link/Medical,32,409,27,5,5,1,2017-01-19T21:12:26.000,2017-01-19T21:11:17.000,2017-01-19T21:15:17.000,First Alarm,QUEENS,Medical - Assist Civilian,Medical Emergencies,2017-01-19T21:55:04.000,2017-01-19T21:11:12.000,245,240,0,0,102,1.70E+15,N,Y,11418,"JAMAICA AVE & 107 ST, New York, NY 11418",40.7022991,-73.8038488
550,QUEENS,37 AVE & 105 ST,9375,Initial Alarm,EMS Link/Medical,21,403,24,14,11,1,2017-02-02T22:35:20.000,2017-02-02T22:34:52.000,2017-02-02T22:40:51.000,First Alarm,QUEENS,Medical - Assist Civilian,Medical Emergencies,2017-02-02T22:42:16.000,2017-02-02T22:34:41.000,370,359,0,0,115,1.70E+15,N,Y,11368,"37 AVE & 105 ST, New York, NY 11368",40.7493059,-73.8895951
551,BROOKLYN,DUMONT & GEORGIA AVES,2004,Initial Alarm,EMS Link/Medical,42,305,19,8,7,1,2017-08-27T22:11:03.000,2017-08-27T22:10:38.000,2017-08-27T22:13:04.000,First Alarm,BROOKLYN,Medical - Assist Civilian,Medical Emergencies,2017-08-27T22:19:52.000,2017-08-27T22:10:31.000,153,146,0,0,75,1.72E+15,N,Y,11207,"DUMONT & GEORGIA AVES, New York, NY 11207",40.9406541,-73.9968051
